step | vol | temp | lx | ly | lz | xy | xz | yz
0 2162.5613221751336823 1684 11.520900000000001029 9.9773920744601394262 18.813300202259998883 -5.7604499999999996263 0 0
10 2162.8920114381699022 894.02901809639138264 11.521398551123088083 9.9779623108584871716 18.814287549338256866 -5.7606561851300419619 -1.751606269001463066e-05 -0.00034791236274831600309
20 2163.9307319929653204 518.05989889806471638 11.522906872745068085 9.9798841474699457876 18.817234757075318896 -5.7612534561805519573 -0.00022544384822349708614 -0.0016292578529437363143
30 2165.5456412947505669 984.75066090567963784 11.525269415338012635 9.9829353477445685883 18.82166315035193449 -5.7622645883497636277 -0.00063470296449152593422 -0.0034362154883877176967
40 2167.4748527907368043 662.21818569952120015 11.528233508020189646 9.9865366110663309485 18.826795459154006096 -5.7637088457817835518 -0.00090804443910229943812 -0.0048383076052464042346
50 2169.6558122269643718 501.56933619324604479 11.531824347946930232 9.9903575414958734058 18.832665565665006824 -5.7656346210985560674 -0.00075278069268186562774 -0.0052660860221446078797
60 2172.0690996467433251 1068.8379103881493393 11.535969253215984764 9.9942124652584869438 18.839569284968145979 -5.7679316726139466809 -0.00022402742745514722124 -0.0052349703164220823606
70 2174.6486617723012387 880.47576007503369055 11.540383305678073356 9.9981780725969944257 18.847250403718263101 -5.7702741991950103895 0.00026266715557035559981 -0.0057754830693542286157
80 2177.4571180755028763 654.74915940112839507 11.544999898203862188 10.002828877323894474 18.85527358653688168 -5.7724827413428201339 0.00044874792801289210917 -0.0072827518283592662315
90 2180.5490150200789685 1232.5113612448628828 11.549928344822486537 10.008342074195638816 18.863593227514193984 -5.7746635052571066993 0.00057964210243944852986 -0.0090968193848560904846
100 2183.8237070327631955 1055.3120653805312941 11.555291283576424988 10.014000931710455689 18.872483364848495313 -5.7771744138524887546 0.00096604739842623659884 -0.0100945060465991443
110 2187.2327912799682963 732.41800304519858855 11.561147164158427358 10.019402288412976532 18.882185703598047155 -5.7802828662912828506 0.0015412625310112831791 -0.0097621239095188345331
120 2190.7384457177231525 1186.3553664452560952 11.567194872548149931 10.02475687733150167 18.892465108799591178 -5.7836556797139646591 0.0020111374278123628732 -0.0090572786104697270565
130 2194.1954937160917325 1123.3387866581317667 11.572907526664000244 10.030120583954897029 18.902823605619690994 -5.7866511143777472626 0.0022858740244236413 -0.0094036126344168493446
140 2197.5244633664096909 714.22357626920302209 11.578118876976709828 10.035457448212824261 18.912918030841410655 -5.7890913730814244076 0.002536350771764307125 -0.010893595275946394915
150 2200.6657795550936498 1043.9086830798742085 11.582854383156337974 10.04070385437470847 18.922317953909029598 -5.7910616193983734945 0.0029518475323726117709 -0.012493201183544983685
160 2203.4304492510332238 1157.0995964292628742 11.587043163963489434 10.04541024650873382 18.93036745922763231 -5.7926550424544105411 0.0036060431334741329702 -0.013218042893201848581
170 2205.7183318810652963 749.36388511714881133 11.59072753579456716 10.04910250481343148 18.937039257017715954 -5.7941712916493361973 0.0044476187102709440271 -0.012763279404082995133
180 2207.5718432929252231 1004.9946717384796102 11.593837917511660152 10.051847509384304047 18.942693401412267207 -5.7957289723541496329 0.005134792366778787899 -0.011857931777707957435
190 2208.9647473060963421 1329.7080024641059026 11.596000831667108599 10.054037807209624589 18.946981593351154061 -5.7969288938295955305 0.0052980487711926970221 -0.011657434922081407261
200 2209.8719454278443663 1043.0840090675790179 11.597037544221478811 10.056071828944251223 18.949234862300034621 -5.7973655803532277986 0.0051128189657873301943 -0.012204567696220761097
210 2210.3587477445576042 1012.6572835389680449 11.597271979537556064 10.05790738799381856 18.949567052720183824 -5.7971977133256036296 0.0050827566106469912119 -0.01253789242350151871
220 2210.4227724923348433 1300.6626663970405389 11.597115664827835957 10.05887310975488802 18.948551998159388177 -5.7968923745639262535 0.0055483445402264974095 -0.011929527163787877891
230 2210.0133215126752475 1242.3013960949917873 11.596567471677960981 10.058430659814622032 18.946770998390036311 -5.7966212854784728847 0.0064644421652785971633 -0.010552274424871319058
240 2209.1901918501880573 1205.4753447480291015 11.595361636251009685 10.056881491533898654 18.944601570868545792 -5.796206749501927824 0.0073213438168997684377 -0.0092205911342701559613
250 2208.0267092331314416 1437.2213182197363039 11.593321356785491361 10.054773154379656575 18.941927554553974034 -5.7953991083741911439 0.0076788243675468721705 -0.0088601810249882406029
260 2206.5332085964791986 1314.6590059838210891 11.590510468215452278 10.052308055591870684 18.938348987807295032 -5.7939938203052081533 0.0076655301376433336233 -0.0094799853155262594345
270 2204.7543015954693146 1183.6497949518234236 11.587130922789841136 10.049676454585604546 18.933556696693258914 -5.7919961958078252096 0.0078792591538570343201 -0.0096807912838965410468
280 2202.7453218317673418 1352.9987776857412882 11.583440140458032275 10.046863876526639814 18.927628824503823779 -5.7898482020177866048 0.0086115551236603509605 -0.0083799243052836147605
290 2200.5009999674257415 1373.4916715007443599 11.579730697620609803 10.043434230236250926 18.920859941455844933 -5.7881066245919763347 0.0095703314445794353954 -0.0061345892006904696389
300 2197.997224722435476 1190.9074539725845625 11.575979657773714848 10.039166591653369665 18.913492159513580759 -5.7868444940942280752 0.010562625852432632259 -0.0043117390354708478098
310 2195.2712773274292886 1211.7567436368372 11.571984621583064623 10.034297150858508374 18.905727309936359859 -5.7858015873240074001 0.011497080175301510954 -0.0036878517746857315991
320 2192.3735819467751753 1391.149028196872905 11.567552191850184684 10.02921305848361655 18.897581849681287736 -5.7847070327066845152 0.012363804601885460682 -0.0038025989285760675163
